Date,Open,High,Low,Close,Adj Close,Volume
2024-03-05,141.300003,142.649994,138.750000,140.250000,140.250000,46101452
2024-03-06,139.800003,142.000000,133.199997,139.050003,139.050003,60977883
2024-03-07,139.500000,143.250000,138.350006,138.949997,138.949997,69331029
2024-03-11,139.750000,140.600006,133.500000,134.300003,134.300003,36011903
2024-03-12,134.550003,135.300003,128.500000,129.750000,129.750000,33809481
2024-03-13,130.000000,130.449997,117.349998,118.699997,118.699997,54001247
2024-03-14,119.099998,123.500000,118.599998,121.500000,121.500000,34792279
2024-03-15,121.099998,124.400002,118.550003,121.699997,121.699997,38312218
2024-03-18,122.000000,126.599998,121.449997,125.949997,125.949997,31290052
2024-03-19,126.750000,127.500000,122.050003,122.550003,122.550003,26647871
2024-03-20,123.599998,125.599998,120.050003,123.650002,123.650002,23242684
2024-03-21,127.349998,132.100006,127.000000,129.000000,129.000000,82318813
2024-03-22,127.900002,132.100006,126.199997,130.000000,130.000000,35650313
2024-03-26,129.000000,132.500000,128.350006,130.600006,130.600006,27547560
2024-03-27,131.000000,134.899994,131.000000,133.649994,133.649994,34505131
2024-03-28,134.800003,136.699997,133.149994,134.250000,134.250000,32144564
2024-04-01,135.600006,141.199997,135.600006,140.750000,140.750000,44340181
2024-04-02,140.750000,150.649994,139.550003,147.850006,147.850006,109998430
2024-04-03,147.000000,153.300003,146.250000,148.199997,148.199997,84535270
2024-04-04,149.699997,150.000000,143.750000,145.949997,145.949997,39242074
2024-04-05,144.899994,147.500000,143.000000,146.199997,146.199997,27927587
2024-04-08,147.300003,148.399994,145.300003,146.300003,146.300003,17159687
2024-04-09,146.949997,153.449997,144.800003,151.350006,151.350006,73641695
2024-04-10,153.000000,155.500000,152.550003,153.050003,153.050003,60992105
2024-04-12,153.149994,156.600006,151.500000,155.350006,155.350006,73596074
2024-04-15,152.899994,157.399994,146.500000,151.050003,151.050003,89754583
2024-04-16,149.500000,152.449997,148.399994,149.300003,149.300003,30401301
2024-04-18,150.000000,151.600006,144.000000,144.800003,144.800003,31187482
2024-04-19,142.899994,147.500000,140.800003,146.050003,146.050003,34742999
2024-04-22,148.250000,151.100006,147.100006,148.399994,148.399994,27095176
2024-04-23,149.699997,152.949997,148.399994,152.250000,152.250000,39973475
2024-04-24,153.100006,165.949997,151.550003,164.649994,164.649994,176471110
2024-04-25,164.800003,167.250000,162.300003,164.949997,164.949997,59808767
2024-04-26,165.399994,170.500000,163.649994,168.550003,168.550003,91168616
2024-04-29,169.899994,170.199997,164.350006,164.800003,164.800003,30478737
2024-04-30,165.800003,168.699997,163.050003,164.199997,164.199997,40651688
2024-05-02,165.399994,168.250000,163.600006,165.449997,165.449997,44264557
2024-05-03,167.100006,170.949997,164.600006,167.949997,167.949997,71734933
2024-05-06,168.500000,168.850006,158.300003,162.899994,162.899994,44387249
2024-05-07,163.000000,163.000000,155.250000,156.149994,156.149994,33767901
2024-05-08,156.000000,161.899994,155.100006,160.350006,160.350006,26121298
2024-05-09,161.000000,161.250000,152.100006,153.050003,153.050003,20993230
2024-05-10,154.949997,157.949997,151.699997,156.899994,156.899994,18485806
2024-05-13,157.350006,157.850006,151.000000,157.050003,157.050003,20953744
2024-05-14,158.000000,166.649994,158.000000,164.649994,164.649994,39072871
2024-05-15,165.000000,168.699997,165.000000,166.399994,166.399994,24990811
2024-05-16,168.449997,168.750000,161.600006,163.600006,163.600006,20715081
2024-05-17,164.000000,169.000000,164.000000,166.899994,166.899994,24968544
2024-05-21,170.149994,175.100006,166.449997,174.350006,174.350006,66484390
2024-05-22,175.000000,175.350006,167.100006,169.250000,169.250000,38430458
